#{"t_start": 1748270834.3843122, "env_id": "None"}
r,l,t
613.440134,2880,17.457828
1222.064133,2880,30.64247
2099.732393,2880,40.744019
2586.927311,2880,51.818231
2698.182961,2880,63.214828
2567.361249,2880,75.114172
1420.899195,2880,87.214757
2723.426765,2880,98.156928
2588.175277,2880,110.725816
2675.503645,2880,125.948562
2759.55417,2880,141.532993
2712.459932,2880,154.241787
2680.185584,2880,165.93547
1545.275814,2880,176.900155
2581.818047,2880,188.834603
2747.320222,2880,199.899186
2726.741156,2880,211.060271
2589.562524,2880,223.06382
2817.061036,2880,233.708811
2746.978617,2880,245.53315
2643.226016,2880,257.099585
2616.224233,2880,270.516822
2592.698969,2880,283.173871
2609.797631,2880,297.269169
2651.110412,2880,311.559926
1939.025683,2880,329.449086
2535.833959,2880,345.809272
2642.788626,2880,359.175988
2614.128344,2880,370.614329
2742.41047,2880,382.332652
2541.166577,2880,394.530981
2565.094786,2880,406.6291
2715.397184,2880,419.502965
2744.344588,2880,431.364056
2690.633959,2880,442.746082
2693.149468,2880,453.980959
2618.383964,2880,465.306914
2603.923827,2880,475.941093
2649.855417,2880,487.313149
2689.537075,2880,498.627553
2705.843694,2880,509.819409
2669.521325,2880,521.128789
2677.837543,2880,531.868435
2746.285586,2880,543.650869
2726.330617,2880,555.488688
2709.198151,2880,566.587557
2728.177932,2880,577.636145
2783.98912,2880,587.816984
2759.970577,2880,599.13741
2722.623482,2880,611.00273
2703.915713,2880,622.588981
2479.902863,2880,635.555812
2297.763928,2880,650.390103
2376.57337,2880,661.965784
2431.115051,2880,673.93998
2764.571347,2880,685.392489
2284.998748,2880,698.028923
2289.048671,2880,710.560885
2606.298815,2880,722.127184
2542.888399,2880,735.088285
2503.876027,2880,747.947725
2522.484113,2880,759.778538
2547.367167,2880,772.85694
2497.743866,2880,785.078712
2280.150961,2880,798.603272
2491.481188,2880,812.775892
2360.018117,2880,825.445841
2425.47897,2880,839.231502
2606.54919,2880,852.526926
2719.112883,2880,865.032927
2720.857824,2880,878.703653
2724.874911,2880,891.517411
2699.238901,2880,905.032573
2688.606462,2880,918.754258
2626.956458,2880,931.387216
2477.564283,2880,945.243324
2590.603568,2880,960.001819
2646.969561,2880,973.199231
2560.248644,2880,987.416233
2677.199133,2880,1001.038065
2663.392189,2880,1016.366092
2688.001781,2880,1031.090431
2679.670533,2880,1045.014155
2654.621402,2880,1060.009398
2665.821136,2880,1075.163091
2638.080259,2880,1088.622922
2655.149111,2880,1103.131894
2646.26052,2880,1116.365477
2622.758732,2880,1131.807931
2635.770127,2880,1146.261555
2655.413768,2880,1159.713509
2685.895445,2880,1174.286189
2703.373333,2880,1188.580749
2708.569378,2880,1203.51342
2712.750541,2880,1218.134287
2698.436634,2880,1231.622886
2719.509351,2880,1246.284233
2733.411173,2880,1261.015584
2733.621069,2880,1275.133335
2732.212948,2880,1289.949753
2737.214644,2880,1304.597281
2736.615156,2880,1317.834985
2730.646986,2880,1332.180989
2735.323702,2880,1350.325183
2740.375236,2880,1365.623525
2734.554333,2880,1381.096187
2731.534791,2880,1395.083063
2743.054223,2880,1410.340454
2514.169605,2880,1425.708275
2438.28951,2880,1439.443036
2431.247615,2880,1457.817098
2750.432093,2880,1475.935555
2743.24783,2880,1492.81382
2753.283434,2880,1506.762616
2773.157242,2880,1520.011761
2781.064825,2880,1538.608721
2794.495928,2880,1553.693676
2779.132893,2880,1567.351593
2757.450589,2880,1581.416373
2735.285352,2880,1596.011784
2739.496615,2880,1612.714996
2747.377599,2880,1626.423745
2668.297271,2880,1639.596673
2671.207977,2880,1652.426461
2506.614847,2880,1666.640154
2706.949607,2880,1677.7928
2725.408981,2880,1689.590914
2517.315585,2880,1700.25729
2721.51398,2880,1711.763186
2769.665674,2880,1723.265851
2674.514135,2880,1733.795789
2392.147361,2880,1744.887034
2553.284771,2880,1756.061102
2734.934272,2880,1766.545185
2726.599659,2880,1777.434244
2732.536505,2880,1790.094096
2745.624868,2880,1803.219606
2734.951143,2880,1816.876102
2741.777937,2880,1828.337274
2740.877848,2880,1841.557629
2721.481982,2880,1854.603203
2729.967339,2880,1867.086061
2734.460086,2880,1881.559006
2740.713204,2880,1892.321883
2732.714718,2880,1906.562299
2746.770258,2880,1918.317708
2738.513424,2880,1929.596342
2749.52827,2880,1942.778297
2749.074575,2880,1954.593567
2741.077236,2880,1966.067054
2744.430283,2880,1977.090581
2743.088377,2880,1987.076044
2742.921899,2880,1997.948952
2741.109766,2880,2008.906181
2730.573302,2880,2018.982808
2693.71657,2880,2029.934885
2718.466692,2880,2041.675374
2718.101153,2880,2051.671473
2747.766523,2880,2062.640881
2679.679861,2880,2072.930933
2750.756122,2880,2083.590015
2681.632122,2880,2094.603277
2733.043577,2880,2104.703202
2666.612352,2880,2115.624483
2699.43178,2880,2126.826087
2728.675846,2880,2137.161669
2706.159209,2880,2148.173964
2759.013538,2880,2158.41817
2721.578862,2880,2171.548074
2771.292714,2880,2183.736254
2748.94675,2880,2194.486386
2731.66106,2880,2206.080391
2716.580459,2880,2220.780161
2729.601252,2880,2237.668164
2759.640675,2880,2250.616048
2786.474822,2880,2262.216744
2764.583946,2880,2277.170552
2794.708005,2880,2291.880142
2785.001934,2880,2308.420402
2794.908578,2880,2323.906123
2802.630866,2880,2339.441626
2807.810513,2880,2353.409625
2810.713724,2880,2368.73058
2809.224001,2880,2384.517946
2796.343303,2880,2400.788725
2797.567097,2880,2414.999597
2802.998372,2880,2428.439478
2808.53869,2880,2446.062479
2809.261806,2880,2463.924739
2787.334232,2880,2479.163519
2779.684893,2880,2494.828499
2790.652833,2880,2508.553817
2789.899962,2880,2523.460412
2791.170686,2880,2538.880693
2764.593456,2880,2555.780182
2787.371546,2880,2571.190879
2812.278712,2880,2586.537289
2805.550785,2880,2598.90607
2817.267726,2880,2612.161274
